Order,seq_id,Tree_label,Cluster,Accession,Family,Genus,Original_Species_ID,Updated_Species_ID,Gene,Region,Location,Location notes,Data_type,Molecular_result,Biogeography_result,Collector,Collection_ID,Voucher,Locality_Name,Latitude,Longitude,Substrate,Depth,Sampling method
2298,"LM995037.1_Ectocarpus_fasciculatus_mitochondrial_partial_COI_gene_for_cytochrome_oxidase_subunit_1,_strain_BLZ11-20",LM995037:Ectocarpus fasciculatus,181,LM995037,Ectocarpaceae,Ectocarpus,Ectocarpus fasciculatus,Ectocarpus fasciculatus,COI,Northeast Atlantic,"France:Brittany, Roscoff, Santec, Roc'h ar",,GenBank,,,,,,,,,,,
2299,"LM995038.1_Ectocarpus_fasciculatus_mitochondrial_partial_COI_gene_for_cytochrome_oxidase_subunit_1,_strain_BLZ11-21",LM995038:Ectocarpus fasciculatus,181,LM995038,Ectocarpaceae,Ectocarpus,Ectocarpus fasciculatus,Ectocarpus fasciculatus,COI,Northeast Atlantic,"France:Brittany, Roscoff, Santec, Roc'h ar",,GenBank,,,,,,,,,,,
2300,"LM995039.1_Ectocarpus_fasciculatus_mitochondrial_partial_COI_gene_for_cytochrome_oxidase_subunit_1,_strain_BLZ11-23",LM995039:Ectocarpus fasciculatus,181,LM995039,Ectocarpaceae,Ectocarpus,Ectocarpus fasciculatus,Ectocarpus fasciculatus,COI,Northeast Atlantic,"France:Brittany, Roscoff, Santec, Roc'h ar",,GenBank,,,,,,,,,,,
2301,"LM995042.1_Ectocarpus_fasciculatus_mitochondrial_partial_COI_gene_for_cytochrome_oxidase_subunit_1,_strain_BLZ11-28",LM995042:Ectocarpus fasciculatus,181,LM995042,Ectocarpaceae,Ectocarpus,Ectocarpus fasciculatus,Ectocarpus fasciculatus,COI,Northeast Atlantic,"France:Brittany, Roscoff, Santec, Roc'h ar",,GenBank,,,,,,,,,,,
2302,"LM995074.1_Ectocarpus_fasciculatus_mitochondrial_partial_COI_gene_for_cytochrome_oxidase_subunit_1,_strain_BLZ11-66",LM995074:Ectocarpus fasciculatus,181,LM995074,Ectocarpaceae,Ectocarpus,Ectocarpus fasciculatus,Ectocarpus fasciculatus,COI,Northeast Atlantic,"France:Brittany, Roscoff, Santec, Roc'h ar",,GenBank,,,,,,,,,,,
2303,"LM995083.1_Ectocarpus_fasciculatus_mitochondrial_partial_COI_gene_for_cytochrome_oxidase_subunit_1,_strain_BLZ11-75",LM995083:Ectocarpus fasciculatus,181,LM995083,Ectocarpaceae,Ectocarpus,Ectocarpus fasciculatus,Ectocarpus fasciculatus,COI,Northeast Atlantic,"France:Brittany, Roscoff, Santec, Roc'h ar",,GenBank,,,,,,,,,,,
2304,"LM995093.1_Ectocarpus_fasciculatus_mitochondrial_partial_COI_gene_for_cytochrome_oxidase_subunit_1,_strain_BLZ11-87",LM995093:Ectocarpus fasciculatus,181,LM995093,Ectocarpaceae,Ectocarpus,Ectocarpus fasciculatus,Ectocarpus fasciculatus,COI,Northeast Atlantic,"France:Brittany, Roscoff, Santec, Roc'h ar",,GenBank,,,,,,,,,,,
2305,"LM995111.1_Ectocarpus_fasciculatus_mitochondrial_partial_COI_gene_for_cytochrome_oxidase_subunit_1,_strain_BLZ11-110",LM995111:Ectocarpus fasciculatus,181,LM995111,Ectocarpaceae,Ectocarpus,Ectocarpus fasciculatus,Ectocarpus fasciculatus,COI,Northeast Atlantic,"France:Brittany, Roscoff, Santec, Roc'h ar",,GenBank,,,,,,,,,,,
2306,"LM995134.1_Ectocarpus_fasciculatus_mitochondrial_partial_COI_gene_for_cytochrome_oxidase_subunit_1,_strain_BLZ11-141",LM995134:Ectocarpus fasciculatus,181,LM995134,Ectocarpaceae,Ectocarpus,Ectocarpus fasciculatus,Ectocarpus fasciculatus,COI,Northeast Atlantic,"France:Brittany, Roscoff, Santec, Roc'h ar",,GenBank,,,,,,,,,,,
2307,"LM995142.1_Ectocarpus_fasciculatus_mitochondrial_partial_COI_gene_for_cytochrome_oxidase_subunit_1,_strain_BLZ11-150",LM995142:Ectocarpus fasciculatus,181,LM995142,Ectocarpaceae,Ectocarpus,Ectocarpus fasciculatus,Ectocarpus fasciculatus,COI,Northeast Atlantic,"France:Brittany, Roscoff, Santec, Roc'h ar",,GenBank,,,,,,,,,,,
2308,"LM995154.1_Ectocarpus_fasciculatus_mitochondrial_partial_COI_gene_for_cytochrome_oxidase_subunit_1,_strain_BLZ11-164",LM995154:Ectocarpus fasciculatus,181,LM995154,Ectocarpaceae,Ectocarpus,Ectocarpus fasciculatus,Ectocarpus fasciculatus,COI,Northeast Atlantic,"France:Brittany, Roscoff, Santec, Roc'h ar",,GenBank,,,,,,,,,,,
2309,"LM995179.1_Ectocarpus_fasciculatus_mitochondrial_partial_COI_gene_for_cytochrome_oxidase_subunit_1,_strain_BLZ11-192",LM995179:Ectocarpus fasciculatus,181,LM995179,Ectocarpaceae,Ectocarpus,Ectocarpus fasciculatus,Ectocarpus fasciculatus,COI,Northeast Atlantic,"France:Brittany, Roscoff, Santec, Roc'h ar",,GenBank,,,,,,,,,,,
2310,"LM995182.1_Ectocarpus_fasciculatus_mitochondrial_partial_COI_gene_for_cytochrome_oxidase_subunit_1,_strain_BLZ11-195",LM995182:Ectocarpus fasciculatus,181,LM995182,Ectocarpaceae,Ectocarpus,Ectocarpus fasciculatus,Ectocarpus fasciculatus,COI,Northeast Atlantic,"France:Brittany, Roscoff, Santec, Roc'h ar",,GenBank,,,,,,,,,,,
2311,"LM995191.1_Ectocarpus_fasciculatus_mitochondrial_partial_COI_gene_for_cytochrome_oxidase_subunit_1,_strain_BLZ11-205",LM995191:Ectocarpus fasciculatus,181,LM995191,Ectocarpaceae,Ectocarpus,Ectocarpus fasciculatus,Ectocarpus fasciculatus,COI,Northeast Atlantic,"France:Brittany, Roscoff, Santec, Roc'h ar",,GenBank,,,,,,,,,,,
2312,"LM995200.1_Ectocarpus_fasciculatus_mitochondrial_partial_COI_gene_for_cytochrome_oxidase_subunit_1,_strain_BLZ11-218",LM995200:Ectocarpus fasciculatus,181,LM995200,Ectocarpaceae,Ectocarpus,Ectocarpus fasciculatus,Ectocarpus fasciculatus,COI,Northeast Atlantic,"France:Brittany, Roscoff, Santec, Roc'h ar",,GenBank,,,,,,,,,,,
2313,"LM995204.1_Ectocarpus_fasciculatus_mitochondrial_partial_COI_gene_for_cytochrome_oxidase_subunit_1,_strain_BLZ11-222",LM995204:Ectocarpus fasciculatus,181,LM995204,Ectocarpaceae,Ectocarpus,Ectocarpus fasciculatus,Ectocarpus fasciculatus,COI,Northeast Atlantic,"France:Brittany, Roscoff, Santec, Roc'h ar",,GenBank,,,,,,,,,,,
2314,"LM995209.1_Ectocarpus_fasciculatus_mitochondrial_partial_COI_gene_for_cytochrome_oxidase_subunit_1,_strain_BLZ11-227",LM995209:Ectocarpus fasciculatus,181,LM995209,Ectocarpaceae,Ectocarpus,Ectocarpus fasciculatus,Ectocarpus fasciculatus,COI,Northeast Atlantic,"France:Brittany, Roscoff, Santec, Roc'h ar",,GenBank,,,,,,,,,,,
2315,"LM995227.1_Ectocarpus_fasciculatus_mitochondrial_partial_COI_gene_for_cytochrome_oxidase_subunit_1,_strain_BLZ12-01",LM995227:Ectocarpus fasciculatus,181,LM995227,Ectocarpaceae,Ectocarpus,Ectocarpus fasciculatus,Ectocarpus fasciculatus,COI,Northeast Atlantic,"France:Brittany, Roscoff, Santec, Roc'h ar",,GenBank,,,,,,,,,,,
2316,"LM995229.1_Ectocarpus_fasciculatus_mitochondrial_partial_COI_gene_for_cytochrome_oxidase_subunit_1,_strain_BLZ12-03",LM995229:Ectocarpus fasciculatus,181,LM995229,Ectocarpaceae,Ectocarpus,Ectocarpus fasciculatus,Ectocarpus fasciculatus,COI,Northeast Atlantic,"France:Brittany, Roscoff, Santec, Roc'h ar",,GenBank,,,,,,,,,,,
2317,"LM995235.1_Ectocarpus_fasciculatus_mitochondrial_partial_COI_gene_for_cytochrome_oxidase_subunit_1,_strain_BLZ12-10",LM995235:Ectocarpus fasciculatus,181,LM995235,Ectocarpaceae,Ectocarpus,Ectocarpus fasciculatus,Ectocarpus fasciculatus,COI,Northeast Atlantic,"France:Brittany, Roscoff, Santec, Roc'h ar",,GenBank,,,,,,,,,,,
2318,"LM995242.1_Ectocarpus_fasciculatus_mitochondrial_partial_COI_gene_for_cytochrome_oxidase_subunit_1,_strain_BLZ12-17",LM995242:Ectocarpus fasciculatus,181,LM995242,Ectocarpaceae,Ectocarpus,Ectocarpus fasciculatus,Ectocarpus fasciculatus,COI,Northeast Atlantic,"France:Brittany, Roscoff, Santec, Roc'h ar",,GenBank,,,,,,,,,,,
2319,"LM995261.1_Ectocarpus_fasciculatus_mitochondrial_partial_COI_gene_for_cytochrome_oxidase_subunit_1,_strain_BLZ12-39",LM995261:Ectocarpus fasciculatus,181,LM995261,Ectocarpaceae,Ectocarpus,Ectocarpus fasciculatus,Ectocarpus fasciculatus,COI,Northeast Atlantic,"France:Brittany, Roscoff, Santec, Roc'h ar",,GenBank,,,,,,,,,,,
2320,"LM995264.1_Ectocarpus_fasciculatus_mitochondrial_partial_COI_gene_for_cytochrome_oxidase_subunit_1,_strain_BLZ12-42",LM995264:Ectocarpus fasciculatus,181,LM995264,Ectocarpaceae,Ectocarpus,Ectocarpus fasciculatus,Ectocarpus fasciculatus,COI,Northeast Atlantic,"France:Brittany, Roscoff, Santec, Roc'h ar",,GenBank,,,,,,,,,,,
2321,"LC757185.1_Ectocarpus_fasciculatus_SR163_mitochondrial_COX1_gene_for_cytochrome_c_oxidase_subunit_1,_partial_cds",LC757185:Ectocarpus fasciculatus,181,LC757185,Ectocarpaceae,Ectocarpus,Ectocarpus fasciculatus,Ectocarpus fasciculatus,COI,Northwest Pacific,"Japan:Hokkaido Pref., Akkeshi",,GenBank,,,,,,,,,,,
2322,"LC757157.1_Ectocarpus_fasciculatus_SR120_mitochondrial_COX1_gene_for_cytochrome_c_oxidase_subunit_1,_partial_cds",LC757157:Ectocarpus fasciculatus,181,LC757157,Ectocarpaceae,Ectocarpus,Ectocarpus fasciculatus,Ectocarpus fasciculatus,COI,Northwest Pacific,"Japan:Hokkaido Pref., Muroran",,GenBank,,,,,,,,,,,
2323,"LC733621.1_Ectocarpus_fasciculatus_SR088_mitochondrial_COX1_gene_for_cytochrome_c_oxidase_subunit_1,_partial_cds",LC733621:Ectocarpus fasciculatus,181,LC733621,Ectocarpaceae,Ectocarpus,Ectocarpus fasciculatus,Ectocarpus fasciculatus,COI,Northwest Pacific,"Japan:Hokkaido Pref., Samani",,GenBank,,,,,,,,,,,
2324,"KY572230.1_Ectocarpus_fasciculatus_voucher_GWS040807_cytochrome_oxidase_subunit_1_(COI)_gene,_partial_cds;_mitochondrial",KY572230:Ectocarpus fasciculatus,181,KY572230,Ectocarpaceae,Ectocarpus,Ectocarpus fasciculatus,Ectocarpus fasciculatus,COI,Northeast Atlantic,Norway: Hakonsund,,GenBank,,,,,,,,,,,
2325,"KY572372.1_Ectocarpus_fasciculatus_voucher_GWS040809_cytochrome_oxidase_subunit_1_(COI)_gene,_partial_cds;_mitochondrial",KY572372:Ectocarpus fasciculatus,181,KY572372,Ectocarpaceae,Ectocarpus,Ectocarpus fasciculatus,Ectocarpus fasciculatus,COI,Northeast Atlantic,Norway: Hakonsund,,GenBank,,,,,,,,,,,
2326,"KY572373.1_Ectocarpus_fasciculatus_voucher_GWS040091_cytochrome_oxidase_subunit_1_(COI)_gene,_partial_cds;_mitochondrial",KY572373:Ectocarpus fasciculatus,181,KY572373,Ectocarpaceae,Ectocarpus,Ectocarpus fasciculatus,Ectocarpus fasciculatus,COI,Northeast Atlantic,Norway: Hellesoy,,GenBank,,,,,,,,,,,
2327,"KY572448.1_Ectocarpus_fasciculatus_voucher_GWS040912_cytochrome_oxidase_subunit_1_(COI)_gene,_partial_cds;_mitochondrial",KY572448:Ectocarpus fasciculatus,181,KY572448,Ectocarpaceae,Ectocarpus,Ectocarpus fasciculatus,Ectocarpus fasciculatus,COI,Northeast Atlantic,"Norway: Oksneset, Askoy",,GenBank,,,,,,,,,,,
2328,"KY572614.1_Ectocarpus_fasciculatus_voucher_GWS040903_cytochrome_oxidase_subunit_1_(COI)_gene,_partial_cds;_mitochondrial",KY572614:Ectocarpus fasciculatus,181,KY572614,Ectocarpaceae,Ectocarpus,Ectocarpus fasciculatus,Ectocarpus fasciculatus,COI,Northeast Atlantic,"Norway: Oksneset, Askoy",,GenBank,,,,,,,,,,,
2329,"KY572672.1_Ectocarpus_fasciculatus_voucher_GWS040926_cytochrome_oxidase_subunit_1_(COI)_gene,_partial_cds;_mitochondrial",KY572672:Ectocarpus fasciculatus,181,KY572672,Ectocarpaceae,Ectocarpus,Ectocarpus fasciculatus,Ectocarpus fasciculatus,COI,Northeast Atlantic,"Norway: Oksneset, Askoy",,GenBank,,,,,,,,,,,
2330,"MG770548.1_Ectocarpus_fasciculatus_isolate_EndoSlatScot15-01-01_cytochrome_c_oxidase_subunit_I_(COI)_gene,_partial_cds;_mitochondrial",MG770548:Ectocarpus fasciculatus,181,MG770548,Ectocarpaceae,Ectocarpus,Ectocarpus fasciculatus,Ectocarpus fasciculatus,COI,Northeast Atlantic,United Kingdom: Scotland,,GenBank,,,,,,,,,,,
2331,"KY572619.1_Ectocarpus_fasciculatus_voucher_GWS013799_cytochrome_oxidase_subunit_1_(COI)_gene,_partial_cds;_mitochondrial",KY572619:Ectocarpus fasciculatus,181,KY572619,Ectocarpaceae,Ectocarpus,Ectocarpus fasciculatus,Ectocarpus fasciculatus,COI,Northwest Atlantic,"USA: Maine, Birch Island, Cobscook Bay",,GenBank,,,,,,,,,,,
2332,"KY572693.1_Ectocarpus_fasciculatus_voucher_GWS005602_cytochrome_oxidase_subunit_1_(COI)_gene,_partial_cds;_mitochondrial",KY572693:Ectocarpus fasciculatus,181,KY572693,Ectocarpaceae,Ectocarpus,Ectocarpus fasciculatus,Ectocarpus fasciculatus,COI,Northwest Atlantic,"USA: Maine, Cape Neddick, southern ME",,GenBank,,,,,,,,,,,
2333,"KY572208.1_Ectocarpus_fasciculatus_voucher_GWS006009_cytochrome_oxidase_subunit_1_(COI)_gene,_partial_cds;_mitochondrial",KY572208:Ectocarpus fasciculatus,181,KY572208,Ectocarpaceae,Ectocarpus,Ectocarpus fasciculatus,Ectocarpus fasciculatus,COI,Northwest Atlantic,"USA: Rhode Island, Pier #5, Narragansett",,GenBank,,,,,,,,,,,
2334,FG21,PX414215:Ectocarpus fasciculatus,181,PX414215,Ectocarpaceae,Ectocarpus,Ectocarpus fasciculatus,Ectocarpus fasciculatus,COI,Northeast Atlantic,Norway:Current,,Norwegian Taxonomic Initiative,Linked to known species,Previously reported from Northeast Atlantic,Franz Goecke,FG21,M,Maiskjaeret,60.8095,4.79866,On Laminaria,0-1 m,Snorkeling
2335,FR18,PV054058:Ectocarpus fasciculatus,181,PV054058,Ectocarpaceae,Ectocarpus,Ectocarpus fasciculatus,Ectocarpus fasciculatus,COI,Northeast Atlantic,Norway:Current,,Norwegian Taxonomic Initiative,Linked to known species,Previously reported from Northeast Atlantic,Florence Rosseau ,FR18,H,Maiskjaeret,60.8095,4.79866,Laminaria hyperborea,0-1 m,Snorkeling
2336,KS88,PX414216:Ectocarpus fasciculatus,181,PX414216,Ectocarpaceae,Ectocarpus,Ectocarpus fasciculatus,Ectocarpus fasciculatus,COI,Northeast Atlantic,Norway:Current,,Norwegian Taxonomic Initiative,Linked to known species,Previously reported from Northeast Atlantic,Kjersti Sjotun,KS88,H,Eigeroy,58.07032,6.82831,Kelp blade,0-2 m,Snorkeling
2337,LLG12,PV054045:Ectocarpus fasciculatus,181,PV054045,Ectocarpaceae,Ectocarpus,Ectocarpus fasciculatus,Ectocarpus fasciculatus,COI,Northeast Atlantic,Norway:Current,,Norwegian Taxonomic Initiative,Linked to known species,Previously reported from Northeast Atlantic,Line Le Gall,LLG12,"H, M, P",Inlet to Tjongspoll,59.6925,5.2455,Laminaria hyperborea,3 m,Snorkeling
2338,LLG13,PV054057:Ectocarpus fasciculatus,181,PV054057,Ectocarpaceae,Ectocarpus,Ectocarpus fasciculatus,Ectocarpus fasciculatus,COI,Northeast Atlantic,Norway:Current,,Norwegian Taxonomic Initiative,Linked to known species,Previously reported from Northeast Atlantic,Line Le Gall,LLG13,"H, M, P",Inlet to Tjongspoll,59.6925,5.2455,Laminaria hyperborea,4 m,Snorkeling
