Order,seq_id,Tree_label,Cluster,Accession,Family,Genus,Original_Species_ID,Updated_Species_ID,Gene,Region,Location,Location notes,Data_type,Molecular_result,Biogeography_result,Collector,Collection_ID,Voucher,Locality_Name,Latitude,Longitude,Substrate,Depth,Sampling method
3728,"MH309267.1_Petalonia_fascia_voucher_GWS040279_cytochrome_oxidase_subunit_1_(COI)_gene,_partial_cds;_mitochondrial",MH309267:Petalonia fascia,218,MH309267,Scytosiphonaceae,Petalonia,Petalonia fascia,Petalonia fascia,COI,Arctic,"Canada: Newfoundland and Labrador, N Head",,GenBank,,,,,,,,,,,
3729,"MH309285.1_Petalonia_fascia_voucher_GWS040251_cytochrome_oxidase_subunit_1_(COI)_gene,_partial_cds;_mitochondrial",MH309285:Petalonia fascia,218,MH309285,Scytosiphonaceae,Petalonia,Petalonia fascia,Petalonia fascia,COI,Northwest Atlantic,"Canada: Newfoundland and Labrador, Hogg",,GenBank,,,,,,,,,,,
3730,"MH309345.1_Petalonia_fascia_voucher_GWS040278_cytochrome_oxidase_subunit_1_(COI)_gene,_partial_cds;_mitochondrial",MH309345:Petalonia fascia,218,MH309345,Scytosiphonaceae,Petalonia,Petalonia fascia,Petalonia fascia,COI,Arctic,"Canada: Newfoundland and Labrador, N Head",,GenBank,,,,,,,,,,,
3731,"MH309420.1_Petalonia_fascia_voucher_GWS040320_cytochrome_oxidase_subunit_1_(COI)_gene,_partial_cds;_mitochondrial",MH309420:Petalonia fascia,218,MH309420,Scytosiphonaceae,Petalonia,Petalonia fascia,Petalonia fascia,COI,Arctic,"Canada: Newfoundland and Labrador,",,GenBank,,,,,,,,,,,
3732,"MH309521.1_Petalonia_fascia_voucher_GWS040268_cytochrome_oxidase_subunit_1_(COI)_gene,_partial_cds;_mitochondrial",MH309521:Petalonia fascia,218,MH309521,Scytosiphonaceae,Petalonia,Petalonia fascia,Petalonia fascia,COI,Arctic,"Canada: Newfoundland and Labrador, N Head",,GenBank,,,,,,,,,,,
3733,"MH309896.1_Petalonia_fascia_voucher_GWS040326_cytochrome_oxidase_subunit_1_(COI)_gene,_partial_cds;_mitochondrial",MH309896:Petalonia fascia,218,MH309896,Scytosiphonaceae,Petalonia,Petalonia fascia,Petalonia fascia,COI,Arctic,"Canada: Newfoundland and Labrador,",,GenBank,,,,,,,,,,,
3734,"MH309962.1_Petalonia_fascia_voucher_GWS040264_cytochrome_oxidase_subunit_1_(COI)_gene,_partial_cds;_mitochondrial",MH309962:Petalonia fascia,218,MH309962,Scytosiphonaceae,Petalonia,Petalonia fascia,Petalonia fascia,COI,Arctic,"Canada: Newfoundland and Labrador, N Head",,GenBank,,,,,,,,,,,
3735,"MH310041.1_Petalonia_fascia_voucher_GWS040277_cytochrome_oxidase_subunit_1_(COI)_gene,_partial_cds;_mitochondrial",MH310041:Petalonia fascia,218,MH310041,Scytosiphonaceae,Petalonia,Petalonia fascia,Petalonia fascia,COI,Arctic,"Canada: Newfoundland and Labrador, N Head",,GenBank,,,,,,,,,,,
3736,"KF281181.1_Petalonia_fascia_voucher_GWS007765_cytochrome_oxidase_subunit_1_(COI)_gene,_partial_cds;_mitochondrial",KF281181:Petalonia fascia,218,KF281181,Scytosiphonaceae,Petalonia,Petalonia fascia,Petalonia fascia,COI,Northwest Atlantic,"Canada: Nova Scotia, Bra d'Or Lake entrance",,GenBank,,,,,,,,,,,
3737,"MH308934.1_Petalonia_fascia_voucher_GWS009747_cytochrome_oxidase_subunit_1_(COI)_gene,_partial_cds;_mitochondrial",MH308934:Petalonia fascia,218,MH308934,Scytosiphonaceae,Petalonia,Petalonia fascia,Petalonia fascia,COI,Northwest Atlantic,"Canada: Nova Scotia, Point Prim Lighthouse",,GenBank,,,,,,,,,,,
3738,"KF281190.1_Petalonia_fascia_voucher_GWS008037_cytochrome_oxidase_subunit_1_(COI)_gene,_partial_cds;_mitochondrial",KF281190:Petalonia fascia,218,KF281190,Scytosiphonaceae,Petalonia,Petalonia fascia,Petalonia fascia,COI,Northwest Atlantic,"Canada: Quebec, Riviere du Loup",,GenBank,,,,,,,,,,,
3739,"MF419250.1_Petalonia_fascia_voucher_A-GW2014030905_cytochrome_oxidase_subunit_1_gene,_partial_cds;_mitochondrial",MF419250:Petalonia fascia,218,MF419250,Scytosiphonaceae,Petalonia,Petalonia fascia,Petalonia fascia,COI,Northwest Pacific,China,,GenBank,,,,,,,,,,,
3740,"KF281220.1_Petalonia_fascia_voucher_GWS007616_cytochrome_oxidase_subunit_1_(COI)_gene,_partial_cds;_mitochondrial",KF281220:Petalonia fascia,218,KF281220,Scytosiphonaceae,Petalonia,Petalonia fascia,Petalonia fascia,COI,Northeast Atlantic,France: exposed coast west of Grand,,GenBank,,,,,,,,,,,
3741,"LC490530.1_Petalonia_fascia_G259_mitochondrial_COX1_gene_for_cytochrome_c_oxidase_subunit_1,_partial_cds",LC490530:Petalonia fascia,218,LC490530,Scytosiphonaceae,Petalonia,Petalonia fascia,Petalonia fascia,COI,Arctic,Greenland:Godhavn,,GenBank,,,,,,,,,,,
3742,"HM890977.1_Petalonia_fascia_voucher_GWS003636_cytochrome_oxidase_subunit_1_(COI)_gene,_partial_cds;_mitochondrial",HM890977:Petalonia fascia,218,HM890977,Scytosiphonaceae,Petalonia,Petalonia fascia,Petalonia fascia,COI,Northwest Atlantic,USA,Double check,GenBank,,,,,,,,,,,
3743,"HM890994.1_Petalonia_fascia_voucher_GWS003657_cytochrome_oxidase_subunit_1_(COI)_gene,_partial_cds;_mitochondrial",HM890994:Petalonia fascia,218,HM890994,Scytosiphonaceae,Petalonia,Petalonia fascia,Petalonia fascia,COI,Northwest Atlantic,USA,Double check,GenBank,,,,,,,,,,,
3744,"HM891070.1_Petalonia_fascia_voucher_GWS006101_cytochrome_oxidase_subunit_1_(COI)_gene,_partial_cds;_mitochondrial",HM891070:Petalonia fascia,218,HM891070,Scytosiphonaceae,Petalonia,Petalonia fascia,Petalonia fascia,COI,Northwest Atlantic,USA,Double check,GenBank,,,,,,,,,,,
3745,"HM891085.1_Petalonia_fascia_voucher_GWS003594_cytochrome_oxidase_subunit_1_(COI)_gene,_partial_cds;_mitochondrial",HM891085:Petalonia fascia,218,HM891085,Scytosiphonaceae,Petalonia,Petalonia fascia,Petalonia fascia,COI,Northwest Atlantic,USA,Double check,GenBank,,,,,,,,,,,
3746,"HM891086.1_Petalonia_fascia_voucher_GWS003597_cytochrome_oxidase_subunit_1_(COI)_gene,_partial_cds;_mitochondrial",HM891086:Petalonia fascia,218,HM891086,Scytosiphonaceae,Petalonia,Petalonia fascia,Petalonia fascia,COI,Northwest Atlantic,USA,Double check,GenBank,,,,,,,,,,,
3747,"HM891435.1_Petalonia_fascia_voucher_GWS009308_cytochrome_oxidase_subunit_1_(COI)_gene,_partial_cds;_mitochondrial",HM891435:Petalonia fascia,218,HM891435,Scytosiphonaceae,Petalonia,Petalonia fascia,Petalonia fascia,COI,Northwest Atlantic,USA,Double check,GenBank,,,,,,,,,,,
3748,"MH308898.1_Petalonia_fascia_voucher_GWS041805_cytochrome_oxidase_subunit_1_(COI)_gene,_partial_cds;_mitochondrial",MH308898:Petalonia fascia,218,MH308898,Scytosiphonaceae,Petalonia,Petalonia fascia,Petalonia fascia,COI,Arctic,"USA: Alaska, Nome, Breakwater at beach",,GenBank,,,,,,,,,,,
3749,"MH308964.1_Petalonia_fascia_voucher_GWS041806_cytochrome_oxidase_subunit_1_(COI)_gene,_partial_cds;_mitochondrial",MH308964:Petalonia fascia,218,MH308964,Scytosiphonaceae,Petalonia,Petalonia fascia,Petalonia fascia,COI,Arctic,"USA: Alaska, Nome, Breakwater at beach",,GenBank,,,,,,,,,,,
3750,"MH308982.1_Petalonia_fascia_voucher_GWS041819_cytochrome_oxidase_subunit_1_(COI)_gene,_partial_cds;_mitochondrial",MH308982:Petalonia fascia,218,MH308982,Scytosiphonaceae,Petalonia,Petalonia fascia,Petalonia fascia,COI,Arctic,"USA: Alaska, Nome, Breakwater at beach",,GenBank,,,,,,,,,,,
3751,"MH309077.1_Petalonia_fascia_voucher_GWS041823_cytochrome_oxidase_subunit_1_(COI)_gene,_partial_cds;_mitochondrial",MH309077:Petalonia fascia,218,MH309077,Scytosiphonaceae,Petalonia,Petalonia fascia,Petalonia fascia,COI,Arctic,"USA: Alaska, Nome, Breakwater at beach",,GenBank,,,,,,,,,,,
3752,"MH309258.1_Petalonia_fascia_voucher_GWS041822_cytochrome_oxidase_subunit_1_(COI)_gene,_partial_cds;_mitochondrial",MH309258:Petalonia fascia,218,MH309258,Scytosiphonaceae,Petalonia,Petalonia fascia,Petalonia fascia,COI,Arctic,"USA: Alaska, Nome, Breakwater at beach",,GenBank,,,,,,,,,,,
3753,"MH309310.1_Petalonia_fascia_voucher_GWS041816_cytochrome_oxidase_subunit_1_(COI)_gene,_partial_cds;_mitochondrial",MH309310:Petalonia fascia,218,MH309310,Scytosiphonaceae,Petalonia,Petalonia fascia,Petalonia fascia,COI,Arctic,"USA: Alaska, Nome, Breakwater at beach",,GenBank,,,,,,,,,,,
3754,"MH309344.1_Petalonia_fascia_voucher_GWS041804_cytochrome_oxidase_subunit_1_(COI)_gene,_partial_cds;_mitochondrial",MH309344:Petalonia fascia,218,MH309344,Scytosiphonaceae,Petalonia,Petalonia fascia,Petalonia fascia,COI,Arctic,"USA: Alaska, Nome, Breakwater at beach",,GenBank,,,,,,,,,,,
3755,"MH309421.1_Petalonia_fascia_voucher_GWS041818_cytochrome_oxidase_subunit_1_(COI)_gene,_partial_cds;_mitochondrial",MH309421:Petalonia fascia,218,MH309421,Scytosiphonaceae,Petalonia,Petalonia fascia,Petalonia fascia,COI,Arctic,"USA: Alaska, Nome, Breakwater at beach",,GenBank,,,,,,,,,,,
3756,"MH309701.1_Petalonia_fascia_voucher_GWS041820_cytochrome_oxidase_subunit_1_(COI)_gene,_partial_cds;_mitochondrial",MH309701:Petalonia fascia,218,MH309701,Scytosiphonaceae,Petalonia,Petalonia fascia,Petalonia fascia,COI,Arctic,"USA: Alaska, Nome, Breakwater at beach",,GenBank,,,,,,,,,,,
3757,"MH309705.1_Petalonia_fascia_voucher_GWS042308_cytochrome_oxidase_subunit_1_(COI)_gene,_partial_cds;_mitochondrial",MH309705:Petalonia fascia,218,MH309705,Scytosiphonaceae,Petalonia,Petalonia fascia,Petalonia fascia,COI,Arctic,"USA: Alaska, Nome, Breakwater (west side)",,GenBank,,,,,,,,,,,
3758,"MH309463.1_Petalonia_fascia_voucher_GWS042114_cytochrome_oxidase_subunit_1_(COI)_gene,_partial_cds;_mitochondrial",MH309463:Petalonia fascia,218,MH309463,Scytosiphonaceae,Petalonia,Petalonia fascia,Petalonia fascia,COI,Arctic,"USA: Alaska, Nome, Cape Nome",,GenBank,,,,,,,,,,,
3759,"MH309617.1_Petalonia_fascia_voucher_GWS042116_cytochrome_oxidase_subunit_1_(COI)_gene,_partial_cds;_mitochondrial",MH309617:Petalonia fascia,218,MH309617,Scytosiphonaceae,Petalonia,Petalonia fascia,Petalonia fascia,COI,Arctic,"USA: Alaska, Nome, Cape Nome",,GenBank,,,,,,,,,,,
3760,"MH308822.1_Petalonia_fascia_voucher_GWS042246_cytochrome_oxidase_subunit_1_(COI)_gene,_partial_cds;_mitochondrial",MH308822:Petalonia fascia,218,MH308822,Scytosiphonaceae,Petalonia,Petalonia fascia,Petalonia fascia,COI,Arctic,"USA: Alaska, Nome, East breakwater east",,GenBank,,,,,,,,,,,
3761,"MH308844.1_Petalonia_fascia_voucher_GWS042133_cytochrome_oxidase_subunit_1_(COI)_gene,_partial_cds;_mitochondrial",MH308844:Petalonia fascia,218,MH308844,Scytosiphonaceae,Petalonia,Petalonia fascia,Petalonia fascia,COI,Arctic,"USA: Alaska, Nome, East breakwater east",,GenBank,,,,,,,,,,,
3762,"MH309035.1_Petalonia_fascia_voucher_GWS042130_cytochrome_oxidase_subunit_1_(COI)_gene,_partial_cds;_mitochondrial",MH309035:Petalonia fascia,218,MH309035,Scytosiphonaceae,Petalonia,Petalonia fascia,Petalonia fascia,COI,Arctic,"USA: Alaska, Nome, East breakwater east",,GenBank,,,,,,,,,,,
3763,"MH309114.1_Petalonia_fascia_voucher_GWS042128_cytochrome_oxidase_subunit_1_(COI)_gene,_partial_cds;_mitochondrial",MH309114:Petalonia fascia,218,MH309114,Scytosiphonaceae,Petalonia,Petalonia fascia,Petalonia fascia,COI,Arctic,"USA: Alaska, Nome, East breakwater east",,GenBank,,,,,,,,,,,
3764,"MH309208.1_Petalonia_fascia_voucher_GWS042134_cytochrome_oxidase_subunit_1_(COI)_gene,_partial_cds;_mitochondrial",MH309208:Petalonia fascia,218,MH309208,Scytosiphonaceae,Petalonia,Petalonia fascia,Petalonia fascia,COI,Arctic,"USA: Alaska, Nome, East breakwater east",,GenBank,,,,,,,,,,,
3765,"MH309319.1_Petalonia_fascia_voucher_GWS042129_cytochrome_oxidase_subunit_1_(COI)_gene,_partial_cds;_mitochondrial",MH309319:Petalonia fascia,218,MH309319,Scytosiphonaceae,Petalonia,Petalonia fascia,Petalonia fascia,COI,Arctic,"USA: Alaska, Nome, East breakwater east",,GenBank,,,,,,,,,,,
3766,"MH309844.1_Petalonia_fascia_voucher_GWS042135_cytochrome_oxidase_subunit_1_(COI)_gene,_partial_cds;_mitochondrial",MH309844:Petalonia fascia,218,MH309844,Scytosiphonaceae,Petalonia,Petalonia fascia,Petalonia fascia,COI,Arctic,"USA: Alaska, Nome, East breakwater east",,GenBank,,,,,,,,,,,
3767,"MH309868.1_Petalonia_fascia_voucher_GWS042131_cytochrome_oxidase_subunit_1_(COI)_gene,_partial_cds;_mitochondrial",MH309868:Petalonia fascia,218,MH309868,Scytosiphonaceae,Petalonia,Petalonia fascia,Petalonia fascia,COI,Arctic,"USA: Alaska, Nome, East breakwater east",,GenBank,,,,,,,,,,,
3768,"MH309952.1_Petalonia_fascia_voucher_GWS042127_cytochrome_oxidase_subunit_1_(COI)_gene,_partial_cds;_mitochondrial",MH309952:Petalonia fascia,218,MH309952,Scytosiphonaceae,Petalonia,Petalonia fascia,Petalonia fascia,COI,Arctic,"USA: Alaska, Nome, East breakwater east",,GenBank,,,,,,,,,,,
3769,"MH309857.1_Petalonia_fascia_voucher_GWS042036_cytochrome_oxidase_subunit_1_(COI)_gene,_partial_cds;_mitochondrial",MH309857:Petalonia fascia,218,MH309857,Scytosiphonaceae,Petalonia,Petalonia fascia,Petalonia fascia,COI,Arctic,"USA: Alaska, Nome, West Breakwater (west",,GenBank,,,,,,,,,,,
3770,"KF281216.1_Petalonia_fascia_voucher_CWS11-2-2_cytochrome_oxidase_subunit_1_(COI)_gene,_partial_cds;_mitochondrial",KF281216:Petalonia fascia,218,KF281216,Scytosiphonaceae,Petalonia,Petalonia fascia,Petalonia fascia,COI,Northwest Atlantic,"USA: Connecticut, Pleasure Beach,",,GenBank,,,,,,,,,,,
3771,"KF281202.1_Petalonia_fascia_voucher_GWS003601_cytochrome_oxidase_subunit_1_(COI)_gene,_partial_cds;_mitochondrial",KF281202:Petalonia fascia,218,KF281202,Scytosiphonaceae,Petalonia,Petalonia fascia,Petalonia fascia,COI,Northwest Atlantic,"USA: Maine, Cape Neddick, southern ME",,GenBank,,,,,,,,,,,
3772,"KF281188.1_Petalonia_fascia_voucher_GWS003675_cytochrome_oxidase_subunit_1_(COI)_gene,_partial_cds;_mitochondrial",KF281188:Petalonia fascia,218,KF281188,Scytosiphonaceae,Petalonia,Petalonia fascia,Petalonia fascia,COI,Northwest Atlantic,"USA: Maine, End of public road, Starboard",,GenBank,,,,,,,,,,,
3773,"KF281196.1_Petalonia_fascia_voucher_GWS003655_cytochrome_oxidase_subunit_1_(COI)_gene,_partial_cds;_mitochondrial",KF281196:Petalonia fascia,218,KF281196,Scytosiphonaceae,Petalonia,Petalonia fascia,Petalonia fascia,COI,Northwest Atlantic,"USA: Maine, End of public road, Starboard",,GenBank,,,,,,,,,,,
3774,"KF281199.1_Petalonia_fascia_voucher_GWS003633_cytochrome_oxidase_subunit_1_(COI)_gene,_partial_cds;_mitochondrial",KF281199:Petalonia fascia,218,KF281199,Scytosiphonaceae,Petalonia,Petalonia fascia,Petalonia fascia,COI,Northwest Atlantic,"USA: Maine, End of public road, Starboard",,GenBank,,,,,,,,,,,
3775,"KF281207.1_Petalonia_fascia_voucher_GWS030182_cytochrome_oxidase_subunit_1_(COI)_gene,_partial_cds;_mitochondrial",KF281207:Petalonia fascia,218,KF281207,Scytosiphonaceae,Petalonia,Petalonia fascia,Petalonia fascia,COI,Northwest Atlantic,"USA: Maine, Entrance to Schoodic Park at",,GenBank,,,,,,,,,,,
3776,"KF281194.1_Petalonia_fascia_voucher_GWS002683_cytochrome_oxidase_subunit_1_(COI)_gene,_partial_cds;_mitochondrial",KF281194:Petalonia fascia,218,KF281194,Scytosiphonaceae,Petalonia,Petalonia fascia,Petalonia fascia,COI,Northwest Atlantic,"USA: Maine, Samoset Resort",,GenBank,,,,,,,,,,,
3777,"KF281191.1_Petalonia_fascia_voucher_GWS027807_cytochrome_oxidase_subunit_1_(COI)_gene,_partial_cds;_mitochondrial",KF281191:Petalonia fascia,218,KF281191,Scytosiphonaceae,Petalonia,Petalonia fascia,Petalonia fascia,COI,Northwest Atlantic,"USA: Massachusetts, Corporation Beach",,GenBank,,,,,,,,,,,
3778,"KF281180.1_Petalonia_fascia_voucher_GWS027837_cytochrome_oxidase_subunit_1_(COI)_gene,_partial_cds;_mitochondrial",KF281180:Petalonia fascia,218,KF281180,Scytosiphonaceae,Petalonia,Petalonia fascia,Petalonia fascia,COI,Northwest Atlantic,"USA: Massachusetts, White Horse Beach,",,GenBank,,,,,,,,,,,
3779,"KF281178.1_Petalonia_fascia_voucher_GWS018062_cytochrome_oxidase_subunit_1_(COI)_gene,_partial_cds;_mitochondrial",KF281178:Petalonia fascia,218,KF281178,Scytosiphonaceae,Petalonia,Petalonia fascia,Petalonia fascia,COI,Northwest Atlantic,"USA: Rhode Island, Fort Witherill,",,GenBank,,,,,,,,,,,
3780,KS25,PV054063:Petalonia fascia,218,PV054063,Scytosiphonaceae,Petalonia,Petalonia fascia,Petalonia fascia,COI,Northeast Atlantic,Norway:Current,,Norwegian Taxonomic Initiative,Linked to known species,Previously reported from Northeast Atlantic,Kjersti Sjotun,KS25,"H, P","Stora Karlsoy, Austevoll",60.11367,5.06647,On rock,0 m,Hand-pick
3781,KS28,PX414281:Petalonia fascia,218,PX414281,Scytosiphonaceae,Petalonia,Petalonia fascia,Petalonia fascia,COI,Northeast Atlantic,Norway:Current,,Norwegian Taxonomic Initiative,Linked to known species,Previously reported from Northeast Atlantic,Kjersti Sjotun,KS28,H,"Stora Karlsoy, Austevoll",60.11367,5.06647,On rock,0 m,Hand-pick
3782,KS29,PX414282:Petalonia fascia,218,PX414282,Scytosiphonaceae,Petalonia,Petalonia fascia,Petalonia fascia,COI,Northeast Atlantic,Norway:Current,,Norwegian Taxonomic Initiative,Linked to known species,Previously reported from Northeast Atlantic,Kjersti Sjotun,KS29,H,"Stora Karlsoy, Austevoll",60.11367,5.06647,On rock,0 m,Hand-pick
3783,SF01,PX414283:Petalonia fascia,218,PX414283,Scytosiphonaceae,Petalonia,Petalonia fascia,Petalonia fascia,COI,Northeast Atlantic,Norway:Current,,Norwegian Taxonomic Initiative,Linked to known species,Previously reported from Northeast Atlantic,Stein Fredriksen,SF01,H,Solbergstrand,59.62,10.64702,0,0 m,Hand-pick
3784,Petalonia_PTM1574_NorthBeach,PV694817:Petalonia fascia,218,PV694817,Scytosiphonaceae,Petalonia,Petalonia fascia,Petalonia fascia,COI,Northeast Pacific,Canada: British Columbia,,GenBank,,,,,,,,,,,
3785,"HQ919248.1_Petalonia_fascia_voucher_GWS018172_cytochrome_oxidase_subunit_1_(COI)_gene,_partial_cds;_mitochondrial",HQ919248:Petalonia arctica,219,HQ919248,Scytosiphonaceae,Petalonia,Petalonia fascia,Petalonia arctica,COI,Northwest Atlantic,USA,Double check,GenBank,,,,,,,,,,,
3786,"HM891074.1_Petalonia_filiformis_voucher_GWS005573_cytochrome_oxidase_subunit_1_(COI)_gene,_partial_cds;_mitochondrial",HM891074:Petalonia arctica,219,HM891074,Scytosiphonaceae,Petalonia,Petalonia filiformis,Petalonia arctica,COI,Arctic,Canada,Double check,GenBank,,,,,,,,,,,
3787,"MN335469.1_Petalonia_filiformis_voucher_GWS043534_cytochrome_oxidase_subunit_1_(COI)_gene,_partial_cds;_mitochondrial",MN335469:Petalonia arctica,219,MN335469,Scytosiphonaceae,Petalonia,Petalonia filiformis,Petalonia arctica,COI,Arctic,"Canada: Manitoba, Bluff C, Churchill",,GenBank,,,,,,,,,,,
3788,"MN335540.1_Petalonia_filiformis_voucher_GWS043531_cytochrome_oxidase_subunit_1_(COI)_gene,_partial_cds;_mitochondrial",MN335540:Petalonia arctica,219,MN335540,Scytosiphonaceae,Petalonia,Petalonia filiformis,Petalonia arctica,COI,Arctic,"Canada: Manitoba, Bluff C, Churchill",,GenBank,,,,,,,,,,,
3789,"MN335475.1_Petalonia_filiformis_voucher_GWS043119_cytochrome_oxidase_subunit_1_(COI)_gene,_partial_cds;_mitochondrial",MN335475:Petalonia arctica,219,MN335475,Scytosiphonaceae,Petalonia,Petalonia filiformis,Petalonia arctica,COI,Arctic,"Canada: Manitoba, Gordon's Point, Northeast",,GenBank,,,,,,,,,,,
3790,"MN335503.1_Petalonia_filiformis_voucher_GWS042961_cytochrome_oxidase_subunit_1_(COI)_gene,_partial_cds;_mitochondrial",MN335503:Petalonia arctica,219,MN335503,Scytosiphonaceae,Petalonia,Petalonia filiformis,Petalonia arctica,COI,Arctic,"Canada: Manitoba, Gordon's Point, Northeast",,GenBank,,,,,,,,,,,
3791,"MN335550.1_Petalonia_filiformis_voucher_GWS043118_cytochrome_oxidase_subunit_1_(COI)_gene,_partial_cds;_mitochondrial",MN335550:Petalonia arctica,219,MN335550,Scytosiphonaceae,Petalonia,Petalonia filiformis,Petalonia arctica,COI,Arctic,"Canada: Manitoba, Gordon's Point, Northeast",,GenBank,,,,,,,,,,,
3792,"MN335618.1_Petalonia_filiformis_voucher_GWS042922_cytochrome_oxidase_subunit_1_(COI)_gene,_partial_cds;_mitochondrial",MN335618:Petalonia arctica,219,MN335618,Scytosiphonaceae,Petalonia,Petalonia filiformis,Petalonia arctica,COI,Arctic,"Canada: Manitoba, Gordon's Point, Northeast",,GenBank,,,,,,,,,,,
3793,"MN335631.1_Petalonia_filiformis_voucher_GWS042963_cytochrome_oxidase_subunit_1_(COI)_gene,_partial_cds;_mitochondrial",MN335631:Petalonia arctica,219,MN335631,Scytosiphonaceae,Petalonia,Petalonia filiformis,Petalonia arctica,COI,Arctic,"Canada: Manitoba, Gordon's Point, Northeast",,GenBank,,,,,,,,,,,
3794,"MN335434.1_Petalonia_filiformis_voucher_GWS043358_cytochrome_oxidase_subunit_1_(COI)_gene,_partial_cds;_mitochondrial",MN335434:Petalonia arctica,219,MN335434,Scytosiphonaceae,Petalonia,Petalonia filiformis,Petalonia arctica,COI,Arctic,"Canada: Manitoba, Wreck of the Ithica, east",,GenBank,,,,,,,,,,,
3795,"MN335453.1_Petalonia_filiformis_voucher_GWS043391_cytochrome_oxidase_subunit_1_(COI)_gene,_partial_cds;_mitochondrial",MN335453:Petalonia arctica,219,MN335453,Scytosiphonaceae,Petalonia,Petalonia filiformis,Petalonia arctica,COI,Arctic,"Canada: Manitoba, Wreck of the Ithica, east",,GenBank,,,,,,,,,,,
3796,"MN335481.1_Petalonia_filiformis_voucher_GWS043389_cytochrome_oxidase_subunit_1_(COI)_gene,_partial_cds;_mitochondrial",MN335481:Petalonia arctica,219,MN335481,Scytosiphonaceae,Petalonia,Petalonia filiformis,Petalonia arctica,COI,Arctic,"Canada: Manitoba, Wreck of the Ithica, east",,GenBank,,,,,,,,,,,
3797,"MN335529.1_Petalonia_filiformis_voucher_GWS043392_cytochrome_oxidase_subunit_1_(COI)_gene,_partial_cds;_mitochondrial",MN335529:Petalonia arctica,219,MN335529,Scytosiphonaceae,Petalonia,Petalonia filiformis,Petalonia arctica,COI,Arctic,"Canada: Manitoba, Wreck of the Ithica, east",,GenBank,,,,,,,,,,,
3798,"MN335537.1_Petalonia_filiformis_voucher_GWS043357_cytochrome_oxidase_subunit_1_(COI)_gene,_partial_cds;_mitochondrial",MN335537:Petalonia arctica,219,MN335537,Scytosiphonaceae,Petalonia,Petalonia filiformis,Petalonia arctica,COI,Arctic,"Canada: Manitoba, Wreck of the Ithica, east",,GenBank,,,,,,,,,,,
3799,"MN335546.1_Petalonia_filiformis_voucher_GWS043394_cytochrome_oxidase_subunit_1_(COI)_gene,_partial_cds;_mitochondrial",MN335546:Petalonia arctica,219,MN335546,Scytosiphonaceae,Petalonia,Petalonia filiformis,Petalonia arctica,COI,Arctic,"Canada: Manitoba, Wreck of the Ithica, east",,GenBank,,,,,,,,,,,
3800,"MN335547.1_Petalonia_filiformis_voucher_GWS043504_cytochrome_oxidase_subunit_1_(COI)_gene,_partial_cds;_mitochondrial",MN335547:Petalonia arctica,219,MN335547,Scytosiphonaceae,Petalonia,Petalonia filiformis,Petalonia arctica,COI,Arctic,"Canada: Manitoba, Wreck of the Ithica, east",,GenBank,,,,,,,,,,,
3801,"MN335548.1_Petalonia_filiformis_voucher_GWS043387_cytochrome_oxidase_subunit_1_(COI)_gene,_partial_cds;_mitochondrial",MN335548:Petalonia arctica,219,MN335548,Scytosiphonaceae,Petalonia,Petalonia filiformis,Petalonia arctica,COI,Arctic,"Canada: Manitoba, Wreck of the Ithica, east",,GenBank,,,,,,,,,,,
3802,"MN335612.1_Petalonia_filiformis_voucher_GWS043396_cytochrome_oxidase_subunit_1_(COI)_gene,_partial_cds;_mitochondrial",MN335612:Petalonia arctica,219,MN335612,Scytosiphonaceae,Petalonia,Petalonia filiformis,Petalonia arctica,COI,Arctic,"Canada: Manitoba, Wreck of the Ithica, east",,GenBank,,,,,,,,,,,
3803,"MN335629.1_Petalonia_filiformis_voucher_GWS043510_cytochrome_oxidase_subunit_1_(COI)_gene,_partial_cds;_mitochondrial",MN335629:Petalonia arctica,219,MN335629,Scytosiphonaceae,Petalonia,Petalonia filiformis,Petalonia arctica,COI,Arctic,"Canada: Manitoba, Wreck of the Ithica, east",,GenBank,,,,,,,,,,,
3804,"MN335634.1_Petalonia_filiformis_voucher_GWS043395_cytochrome_oxidase_subunit_1_(COI)_gene,_partial_cds;_mitochondrial",MN335634:Petalonia arctica,219,MN335634,Scytosiphonaceae,Petalonia,Petalonia filiformis,Petalonia arctica,COI,Arctic,"Canada: Manitoba, Wreck of the Ithica, east",,GenBank,,,,,,,,,,,
3805,"MH308735.1_Petalonia_filiformis_voucher_GWS040405_cytochrome_oxidase_subunit_1_(COI)_gene,_partial_cds;_mitochondrial",MH308735:Petalonia arctica,219,MH308735,Scytosiphonaceae,Petalonia,Petalonia filiformis,Petalonia arctica,COI,Arctic,"Canada: Newfoundland and Labrador, Point NW",,GenBank,,,,,,,,,,,
3806,"MH308743.1_Petalonia_filiformis_voucher_GWS040327_cytochrome_oxidase_subunit_1_(COI)_gene,_partial_cds;_mitochondrial",MH308743:Petalonia arctica,219,MH308743,Scytosiphonaceae,Petalonia,Petalonia filiformis,Petalonia arctica,COI,Arctic,"Canada: Newfoundland and Labrador,",,GenBank,,,,,,,,,,,
3807,"MH308845.1_Petalonia_filiformis_voucher_GWS040457_cytochrome_oxidase_subunit_1_(COI)_gene,_partial_cds;_mitochondrial",MH308845:Petalonia arctica,219,MH308845,Scytosiphonaceae,Petalonia,Petalonia filiformis,Petalonia arctica,COI,Arctic,"Canada: Newfoundland and Labrador, Makkovic",,GenBank,,,,,,,,,,,
